22.09.2020;41350;-;
21.09.2020;41440;217.36K;
20.09.2020;42890;-;
18.09.2020;43150;204.66K;
17.09.2020;43300;237.40K;
16.09.2020;42220;237.25K;
15.09.2020;40530;214.80K;
